index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
84,lcc_e,3700635.002696959,0.6160284639336169,0.6160284639336169,77.9184774896578,"assert checksums.get(). == ('foo-0', m.digest())"
85,lcc_e,3700635.619064062,0.35340143693611026,0.35340143693611026,39.61500587370558,pop(block_max)
86,lcc_e,3700635.972679865,0.7125472100451589,0.7125472100451589,65.96054175416853,"self.data.read(cur.offset + prog_ofs, file_len)"
87,lcc_e,3700636.685507273,0.8869869681075215,0.8869869681075215,14.656359639349432,return value;
88,lcc_e,3700637.572735477,1.8560596043244004,1.8560596043244004,114.75924561028917,"elements.add(ASN1Boolean.encodeAsBoolean(includeAuthNEntry, TYPE_INCLUDE_AUTHN_ENTRY));     if (! includeAuthZEntry)     {       elements.add(ASN1Boolean.encodeAsBoolean(includeAuthZEntry, TYPE_INCLUDE_AUTHZ_ENTRY"
89,lcc_e,3700639.429659406,0.3025626610033214,0.3025626610033214,39.66120591419663,return coll;
90,lcc_e,3700639.732474974,0.5102413101121783,0.5102413101121783,121.51113359749152,final Iterator<String> iterator = new EmptyIterator<String>();
91,lcc_e,3700640.243217129,0.4078219491057098,0.4078219491057098,85.8217662799895,using (var ms = new MemoryStream())
92,lcc_e,3700640.651320707,0.8295861291699111,0.8295861291699111,145.85586203215973,"throw new ApplicationException(LocalizedResourceManager.GetString(""DotNetScript"", ""DynamicsSession.Error.CallNotFound""));"
93,lcc_e,3700641.481207686,0.4201302910223603,0.4201302910223603,66.64599196564423,if (stmt.getMoreResults()) {
94,lcc_e,3700641.901819911,1.8755487683229148,1.8755487683229148,54.91726034514204,"Dlaset.dlaset(""A"", i16, i16, 0.0D, 1.0D, paramArrayOfDouble3, i16 - 1 + (1 - 1) * paramInt8 + paramInt7"
95,lcc_e,3700643.778079219,1.294590957928449,1.294590957928449,80.33425489578308,"private static final Pattern keySizePattern = Pattern.compile(""keySize\\s*(<=|<|==|!=|>|>=)\\s*(\\d+)"");"
96,lcc_e,3700645.072954465,0.7661198116838932,0.7661198116838932,48.29531808957641,DefaultEdge edge = new DefaultEdge();
97,lcc_e,3700645.839364686,0.4025800237432122,0.4025800237432122,32.29171651172667,using System;
98,lcc_e,3700646.242181197,0.7021944760344923,0.7021944760344923,91.14284174012255,self.collection[artist][album].sort(key=lambda x: x.final.track)
99,lcc_e,3700646.94497696,1.2024933793582022,1.2024933793582022,78.17090855849028,"private static void checkForDuplicatePkgs(Configuration cf, Function<String, ClassLoader> clf)"
100,lcc_e,3700648.147760887,1.798942358698696,1.798942358698696,18.344111939123646,_orderService.UpdateOrder(order);
101,lcc_e,3700649.946998254,3.0000881049782038,3.0000881049782038,63.66479693815114,"public static AutoNumberingScheme createAutoNumberingScheme(final String schemeName, final String schemeClassName, final String formatName, final boolean isNumericOnly, final int tableNumber)"
102,lcc_e,3700652.947366667,1.7361044329591095,1.7361044329591095,31.680121861249468,"Assert.That(source.SingleOrDefault (), Is.EqualTo (0));"
103,lcc_e,3700654.683766629,1.3954964708536863,1.3954964708536863,16.481589513393676,String filename = name;
104,lcc_e,3700656.079550578,1.416894652415067,1.416894652415067,26.819213365813614,"self._devwrap('fetch', autoinit=False)"
105,lcc_e,3700657.496740798,1.5277308309450746,1.5277308309450746,27.491753880504096,Uploader uploader = new AvrdudeUploader();
106,lcc_e,3700659.024766767,0.887652134988457,0.887652134988457,28.16418618801058,"def fillet(self, radius):"
107,lcc_e,3700659.91270048,3.7391481841914356,3.7391481841914356,4.0116088641305465,self.resetDMP()
108,lcc_e,3700663.652167283,1.4986015758477151,1.4986015758477151,27.35883950796428,bulk_print_memberships(json.dumps(names))
109,lcc_e,3700665.151116639,3.0065764603205025,3.0065764603205025,30.932191889138306,data[i][ProjektReportFac.REPORT_PROJEKT_JOURNAL_OFFENE_DATEINAME] = projekt.getC_dateiname();
110,lcc_e,3700668.158020887,2.4004899109713733,2.4004899109713733,7.0818877106302205,base.Hue = value;
111,lcc_e,3700670.558806876,1.1031665308400989,1.1031665308400989,25.381480689662556,sb.append((char) ('0' + d));
112,lcc_e,3700671.662379609,2.576749166008085,2.576749166008085,43.07753407444073,"NetMessage.SendData((int)PacketTypes.PlayerInfo, -1, -1, NetworkText.FromLiteral(ply.name), e.Who, 0, 0, 0, 0);"
113,lcc_e,3700674.239438224,2.728117295075208,2.728117295075208,86.50654443121883,/**  * Lists stops of organization&#39;s public transport stops  * Lists stops of organization&#39;s public transport stops   * @param organizationId Organization id (required)  * @return List&lt;Stop&gt;  * @throws ApiException If fail
114,lcc_e,3700676.967869957,1.2474255440756679,1.2474255440756679,16.033021044811004,x = new double[n+1];
115,lcc_e,3700678.215590359,1.8431362239643931,1.8431362239643931,32.553209697624126,"self.create_subtree_for_deletion(parent, category_queue[1:])"
116,lcc_e,3700680.059043882,1.2947093332186341,1.2947093332186341,40.93582910091684,tickLabel = Long.toString((long) Math.rint(tickVal));
117,lcc_e,3700681.354060814,2.500388859305531,2.500388859305531,25.596018699977588,final BundleFactoryImpl bundleFactory = new BundleFactoryImpl();
118,lcc_e,3700683.854745032,1.7617300073616207,1.7617300073616207,35.19267977551886,"post(URL_SHARED_LINKS, RestApiUtil.toJsonAsString(body), 201);"
119,lcc_e,3700685.616772609,2.049393255263567,2.049393255263567,43.42748751193384,"assertEquals(""createNumber(String) failed"", new BigInteger(""12345678901234567890""), obj);"
120,lcc_e,3700687.666468143,1.5182317830622196,1.5182317830622196,54.01019851831116,if (part.AttachedToSurfaceIndex >= 0 && part.AttachedToSurfaceIndex < parts.Count)
121,lcc_e,3700689.185027026,1.9436586000956595,1.9436586000956595,51.449364613249664,"cr.execute('select * from ir_values where model=%s and key=%s and name=%s'+where,(model, key, name))"
122,lcc_e,3700691.128990534,1.5111097297631204,1.5111097297631204,54.92652079807002,"@Uninterruptible(reason = ""Called from uninterruptible code."", mayBeInlined = true)"
123,lcc_e,3700692.640401473,3.227684887126088,3.227684887126088,50.50059274687569,"public static long lgetxattr (string path, string name, out byte [] value) { 	value = null; 	long size = lgetxattr (path, name, value, 0); 	if (size <= 0) 		return"
124,lcc_e,3700695.86839893,2.1595603940077126,2.1595603940077126,31.950947142510696,private final class ImageHelper extends ims.framework.utils.ImagePath
125,lcc_e,3700698.028280594,1.6800318202003837,1.6800318202003837,38.68974338369806,"byte[] encoded = encodeBytesToBytes( source, off, len, options );"
126,lcc_e,3700699.708618943,1.2709380900487304,1.2709380900487304,45.635582452152455,public static DataTable GetInstance (SqlConnection conn) {
127,lcc_e,3700700.979854451,1.6722858720459044,1.6722858720459044,31.095161939257594,private BigInteger u2 = u1Out == null? Zero : u1Out;
128,lcc_e,3700702.652446832,1.451734074857086,1.451734074857086,44.085208929397346,"gst_message_new_warning(IntPtr src, IntPtr error, IntPtr debug);"
129,lcc_e,3700704.104479407,2.0173728871159256,2.0173728871159256,57.99621911607299,"Configuration.setString(Argo.KEY_PROJECT_NAME_PATH, PersistenceManager.getInstance().getBaseName(theFile.getPath()));"
130,lcc_e,3700706.122196563,1.3761640889570117,1.3761640889570117,24.706356075436062,"5: SortableHeader('Status', False)"
131,lcc_e,3700707.498656191,1.8436621269211173,1.8436621269211173,26.035139139164908,"string[][] ss11 = new string[][] { s111, s112 };"
132,lcc_e,3700709.342616067,2.4711909941397607,2.4711909941397607,87.40724634891734,"def unique_error_message(self, model_class, unique_check):     opts = model_class._meta     params = {        'model': self,        'model_class': model_class,        'model_name': six.text_type(capfirst(opts.verbose"
133,lcc_e,3700711.814141421,1.5223109358921647,1.5223109358921647,28.903425024805056,"outfile.write(""\n"") #end of line with a mark"
134,lcc_e,3700713.336752906,1.1703295889310539,1.1703295889310539,28.197185059758482,"def handlecheckheads(op, inpart):"
135,lcc_e,3700714.507368313,1.4295169268734753,1.4295169268734753,28.681017502655187,if(contentPaneStyle.getBorder()!= null) {
136,lcc_e,3700715.937211059,1.7300593317486346,1.7300593317486346,45.08515897033573,"grid.model.code_array.cell_attributes[row, column, table]['renderer'] = 'text'"
137,lcc_e,3700717.66757371,2.6268526101484895,2.6268526101484895,14.085297308671034,// for (int y = 0; y < height; y++) {
138,lcc_e,3700720.294735579,1.5481673344038427,1.5481673344038427,8.397025121968452,using System;
139,lcc_e,3700721.843215542,1.5863703372888267,1.5863703372888267,27.10590269450499,"sqlite3VdbeMemCompare(pMem1, pMem2, pColl);"
140,lcc_e,3700723.429889828,2.035922698210925,2.035922698210925,43.71482280648922,"data.PowerRegenFlatModifier[i] = packet.ReadSingle(""PowerRegenFlatModifier"", indexes, i);"
141,lcc_e,3700725.466144207,2.2167709851637483,2.2167709851637483,9.022131800648157,def yield_loc(self):
142,lcc_e,3700727.683228341,1.5357519472017884,1.5357519472017884,39.068809327784216,"public Index getMemberIndex(byte tag, ClassEntry classRef) {"
143,lcc_e,3700729.219298968,1.9763039769604802,1.9763039769604802,16.697836155120935,"this.quoteLabel.Text = ""Quote: "";"
144,lcc_e,3700731.195898544,1.6050008381716907,1.6050008381716907,31.775684340511486,"def _rrule_parse(self, rule_str, data, date_start):"
145,lcc_e,3700732.801238652,1.4923115731216967,1.4923115731216967,16.08243240370744,tokens.NextValidToken();
146,lcc_e,3700734.293837043,3.5965794431976974,3.5965794431976974,47.26713330954647,"// Generated by ProtoGen, Version=2.4.1.473, Culture=neutral, PublicKeyToken=55f7125234beb589.  DO NOT EDIT! #pragma warning disable 1591, 0612 #region Designer generated"
147,lcc_e,3700737.890732885,2.0690120039507747,2.0690120039507747,21.74951131944744,MainDs.AApDocumentDetail.Rows.Add(DetailRow);
148,lcc_e,3700739.960067018,1.0768214240670204,1.0768214240670204,14.858545384034052,base.OnDelete();
149,lcc_e,3700741.037200992,3.4218695471063256,3.4218695471063256,68.38367061592984,"public static void Split<K, V>(global::System.Collections.Generic.IReadOnlyDictionary<K, V> _this, out global::System.Collections.Generic.IReadOnlyDictionary<K, V> first, out global::System.Collections.Generic.IReadOnlyDictionary<K, V"
150,lcc_e,3700744.459365257,2.8040707809850574,2.8040707809850574,39.228681653092046,"// this code has been inserted by GenerateI18N, all changes in this region will be overwritten by GenerateI18N"
151,lcc_e,3700747.263746278,1.057874615304172,1.057874615304172,47.264580581341804,public static ArrayList Unique(IEnumerable target)
152,lcc_e,3700748.321920441,2.694767363835126,2.694767363835126,32.65588012568201,"class Elf64_Dyn(CStruct):     _fields = [ (""tag"",""u32""),                 (""val"",""u64"") ]"
153,lcc_e,3700751.017031205,3.3768226029351354,3.3768226029351354,61.89250208712093,"html.WriteLine(""      </style>""); html.WriteLine(""      <link rel=\""stylesheet\"" type=\""text/css\"" href=\""styles.css\"" />""); html.WriteLine(""   </head>""); html.WriteLine(""   <body>""); html.WriteLine(""      <h4"
154,lcc_e,3700754.394156727,2.5885071479715407,2.5885071479715407,17.77086072026012,buff[4] = (byte)((address & 0x000000ff) >> 0);
155,lcc_e,3700756.982972824,1.722580290865153,1.722580290865153,27.28464980659601,"def _query_ball_point(self, x, r, p=2., eps=0):"
156,lcc_e,3700758.705856313,1.3384219207800925,1.3384219207800925,3.735742759716439,1. e4
157,lcc_e,3700760.044572093,2.276700918097049,2.276700918097049,23.279298382459196,"else if(f.getQualifierByName(""transcript_id"")!= null)"
158,lcc_e,3700762.32157449,1.6639283457770944,1.6639283457770944,22.236534460094262,writer.Write(m_arSpellDefense.Count);
159,lcc_e,3700763.985802524,1.447309710085392,1.447309710085392,17.27342795103958,map.SetSector(newsector);
160,lcc_e,3700765.433401963,1.615345284808427,1.615345284808427,30.33407189213493,"def _save_rev_and_notify(rev_form, request, doc):"
161,lcc_e,3700767.049060317,1.1341313486918807,1.1341313486918807,22.92503423874905,newRows = new ArrayList();
162,lcc_e,3700768.183478054,1.3203933257609606,1.3203933257609606,52.257155995721476,MonoScript script = MonoScript.FromScriptableObject( behaviours[i] );
163,lcc_e,3700769.504194999,1.7913427539169788,1.7913427539169788,26.79554200057048,"node.Key = ""-InvulnerabilityUpgrade@EXPERIENCE"";"
164,lcc_e,3700771.295839811,2.0238623088225722,2.0238623088225722,12.8467237551976,"def __radd__(self, other):"
165,lcc_e,3700773.319997208,1.0587098617106676,1.0587098617106676,19.835462726367844,self._flushing = True
166,lcc_e,3700774.378993878,1.5782518866471946,1.5782518866471946,29.77978382135555,this.m_SetAttributes = new AosAttributes(this);
167,lcc_e,3700775.957539033,2.5138456346467137,2.5138456346467137,36.19951788041623,"new syspalvalue { @class = ""ITTY"", value = 220, name = ""FULLTEXT_THESAURUS_PHRASE_TABLE"" },"
168,lcc_e,3700778.471702047,1.5718117300421,1.5718117300421,69.3467276752544,ContentProviderOperation.Builder updateOptionsBuilder = ContentProviderOperation.newUpdate(Data.CONTENT_URI);
169,lcc_e,3700780.043819207,0.9775652335956693,0.9775652335956693,13.298345269689623,using System;
170,lcc_e,3700781.021654699,1.5786482631228864,1.5786482631228864,25.971586551454905,block = new byte[allowableBlockSize + 1];
171,lcc_e,3700782.600602341,1.4094681669957936,1.4094681669957936,15.608724279947259,void FindBlastObject()
172,lcc_e,3700784.010363996,0.7925101001746953,0.7925101001746953,3.7854407146845213,try
173,lcc_e,3700784.803187995,1.4444468365982175,1.4444468365982175,17.99997019013312,return trackSegmentError ;
174,lcc_e,3700786.24792505,1.6396959307603538,1.6396959307603538,15.24672930572383,Public Interface Test1{0}
175,lcc_e,3700787.88791274,1.2652188688516617,1.2652188688516617,8.694147922393714,Spells.Add(
176,lcc_e,3700789.153424047,2.779623488895595,2.779623488895595,21.225896325779715,"AddButton(10, 130, 4017, 4019, 0, GumpButtonType.Reply, 0);"
177,lcc_e,3700791.933362014,1.7110973470844328,1.7110973470844328,12.857246279696573,interp.getLeftParen();
178,lcc_e,3700793.644748508,2.4164492008276284,2.4164492008276284,45.93516799855869,"self._add_additionalproperty( listitem, ""widgetType"" + widgetID, selectedShortcut.getProperty( ""widgetType"" ) )"
179,lcc_e,3700796.061505538,1.7270049350336194,1.7270049350336194,44.006822712710154,"byte[] encoded = encodeBytesToBytes( source, 0, source.length, NO_OPTIONS );"
180,lcc_e,3700797.788815482,1.6849281988106668,1.6849281988106668,10.089450703003083,emitop0(ireturn);
181,lcc_e,3700799.47406121,1.829361385665834,1.829361385665834,13.119332346279247,self._log_to_syslog(msg)
182,lcc_e,3700801.303725205,1.7351270481012762,1.7351270481012762,6.9159200838528925,"Move (y, x);"
183,lcc_e,3700803.039161081,0.9915695828385651,0.9915695828385651,20.170041867103286,int deltaX = x0 - x;
184,lcc_e,3700804.030987421,2.15190395899117,2.15190395899117,13.476437867420177,def get_shared_meminfo(self):
185,lcc_e,3700806.183199949,2.055856340099126,2.055856340099126,43.777377944443586,"g.parser.add_argument('exclude_metadata', type=strict_bool, location='args', default=True)"
186,lcc_e,3700808.239356247,1.5064647682011127,1.5064647682011127,51.113044012271594,"mode = models.CharField(default=CourseMode.DEFAULT_MODE_SLUG, max_length=100)"
187,lcc_e,3700809.746141424,2.2009168891236186,2.2009168891236186,29.07878998805998,"print('%s  %s  %s  %s' % (v, k, system_id, self.all_systems[k]))"
188,lcc_e,3700811.947365691,3.3516048891469836,3.3516048891469836,32.22336867621859,"'xNotesOn': {'name': 'SequentialMusic', 'type': 'ly:prob?', 'types': ('general-music','sequential-music',),}"
189,lcc_e,3700815.299259299,1.2977809561416507,1.2977809561416507,19.26365145187975,"string.Join (""; "", Text);"
190,lcc_e,3700816.597309022,1.9290846409276128,1.9290846409276128,17.624939455041684,private void collision_optimized()
191,lcc_e,3700818.526690002,1.857562892138958,1.857562892138958,17.22687298256289,def hepdata_harvest_task_core():
192,lcc_e,3700820.384549842,2.3532363367266953,2.3532363367266953,69.69125771197325,"price_subtotal = fields.Float(string='Subtotal', digits=dp.get_precision('Account'), store=True, readonly=True, compute='_compute_price', track_visibility='always')"
193,lcc_e,3700822.738085436,1.7810579128563404,1.7810579128563404,53.90054939091884,def _get_parameters(*parameter_names):     return self.celltype.get_parameters(*parameter_names)
194,lcc_e,3700824.519452598,1.1268305531702936,1.1268305531702936,24.84845651479994,return -value.doubleValue();
195,lcc_e,3700825.64657486,1.5096991900354624,1.5096991900354624,7.286219713571955,Spells.Add(
196,lcc_e,3700827.156550997,1.8167920992709696,1.8167920992709696,33.02524269236772,"setNodePropertiesCached(nodeId, nodeUpdate.getProperties());"
