index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
59,repobench-p_e,3614334.554653581,0.49385361187160015,0.49385361187160015,80.99566154514595,private AlertRepository alertRepository;
60,repobench-p_e,3614335.048873582,0.42819276405498385,0.42819276405498385,9.341587097642694,try:
61,repobench-p_e,3614335.47755693,1.1529841432347894,1.1529841432347894,36.427213892261896,"self._append( ( FIELD_INT, self._tx_id ) )"
62,repobench-p_e,3614336.630900792,1.0638182261027396,1.0638182261027396,52.640572069491625,public ViewsForTaskDetails(TaskDetailsActivity activity)
63,repobench-p_e,3614337.695065538,1.1024333010427654,1.1024333010427654,72.5667484140128,"typeResolverRegistry.registerTypeResolver(String.class, new FallbackResolver());"
64,repobench-p_e,3614338.797824078,0.7974834581837058,0.7974834581837058,55.17355820798016,"self._append( ( FIELD_STRING, self._user ) )"
65,repobench-p_e,3614339.595673557,1.2227026862092316,1.2227026862092316,46.61803776412579,"assert almost_eq(L, (1 - 0.9 * x for x in xrange(1, 10)))"
66,repobench-p_e,3614340.81896301,0.6456550490111113,0.6456550490111113,13.93933186735618,@Override
67,repobench-p_e,3614341.464883676,0.5105848871171474,0.5105848871171474,48.963454717891125,"login(self.request, user)"
68,repobench-p_e,3614341.975839954,1.3318364331498742,1.3318364331498742,80.3401959405319,"throws PlayerOfflineException, PlayerPresentException, RoundFullException, NoSuchPlayerException, Exception"
69,repobench-p_e,3614343.308061498,1.3251284309662879,1.3251284309662879,44.523986219944746,List<SearchFilter> filters = new ArrayList<SearchFilter>();
70,repobench-p_e,3614344.633491338,0.5266930856741965,0.5266930856741965,47.46597341029949,@flags.register(Features)
71,repobench-p_e,3614345.160547655,0.7692814427427948,0.7692814427427948,41.59725975698472,"self.assertRaises(TypeError, Or)"
72,repobench-p_e,3614345.930143928,0.576312308665365,0.576312308665365,72.8771524891849,private CommunityService communityService;
73,repobench-p_e,3614346.506712735,0.6934008998796344,0.6934008998796344,64.89752177681257,"user = create_inactive_user(email, full_name)"
74,repobench-p_e,3614347.200489096,1.223438115324825,1.223438115324825,59.66791379604711,"self.assertFalse(is_not_ascii(sixteen_month_reminder_one_day(""English"")))"
75,repobench-p_e,3614348.42425499,0.7327803638763726,0.7327803638763726,25.9286423826792,if opts.inputgifti:
76,repobench-p_e,3614349.157367374,0.7269509681500494,0.7269509681500494,38.517040662666176,self.__varz.size(self._size)
77,repobench-p_e,3614349.884801926,0.6159001840278506,0.6159001840278506,42.21463262109416,elif t['type'] == BOOLEAN:
78,repobench-p_e,3614350.501190744,1.1086187069304287,1.1086187069304287,39.689028991607316,new FOInsertAccompanyingMailsPostprocessor()
79,repobench-p_e,3614351.61014053,0.6167201641947031,0.6167201641947031,35.67258098124134,self.loader = Loader()
80,repobench-p_e,3614352.227147843,0.6754583436995745,0.6754583436995745,60.699524082325475,self.velocity_schema = VelocitiesSchema()
81,repobench-p_e,3614352.902996119,1.085295092780143,1.085295092780143,30.40647674492441,"containsString(""elasticsearch""));"
82,repobench-p_e,3614353.988595191,1.1202491000294685,1.1202491000294685,34.813685633823845,"ImageDialog.show(this, bitmap, result);"
83,repobench-p_e,3614355.10916004,1.4146571909077466,1.4146571909077466,61.49899817366672,private final InputProcessor creationInputProcessor = new CreationInputProcessor(this);
84,repobench-p_e,3614356.524154481,0.3669392070733011,0.3669392070733011,27.25247072876125,.builder()
85,repobench-p_e,3614356.891427337,0.6304183639585972,0.6304183639585972,47.587446234307755,"self._parse_element(e, parent)"
86,repobench-p_e,3614357.522305594,1.0254388339817524,1.0254388339817524,79.965764200285,FragmentObservable.getInstance().notifyFragments(new SearchContactFragment(user));
87,repobench-p_e,3614358.548080408,0.4137175767682493,0.4137175767682493,12.085539219912894,else:
88,repobench-p_e,3614358.962204446,0.7151290220208466,0.7151290220208466,46.145519177430366,"return check_arg(arg, type_, env)"
89,repobench-p_e,3614359.677796362,0.568799695931375,0.568799695931375,66.80734935657324,"def get_confirmation_form(self, form):"
90,repobench-p_e,3614360.246974278,0.4085939791984856,0.4085939791984856,93.00185987699165,private DeleteProvider deleteProvider;
91,repobench-p_e,3614360.655809033,0.7801034688018262,0.7801034688018262,37.17455588877406,resultOf(CheckedFileSupplier)
92,repobench-p_e,3614361.436236532,0.6950069591403008,0.6950069591403008,38.84853186707375,"assert user.id == ""user_id"""
93,repobench-p_e,3614362.131513659,1.0907761049456894,1.0907761049456894,20.169125359686348,class GraphMeta(type):
94,repobench-p_e,3614363.222572032,1.0636662179604173,1.0636662179604173,73.33127505879166,"self.main_module = ModuleDeclaration(self.code, self.bytecode, self.all_decls)"
95,repobench-p_e,3614364.286808557,0.6583674172870815,0.6583674172870815,24.30253925069805,class NotAModel:
96,repobench-p_e,3614364.945491023,0.7063205312006176,0.7063205312006176,31.147331881467423,LinkedVertexTest.class
97,repobench-p_e,3614365.652133983,0.8867493118159473,0.8867493118159473,33.83143307837916,self._operation_stack.append((
98,repobench-p_e,3614366.539219595,1.0824579689651728,1.0824579689651728,47.114993341271145,getApi().getStationApi().createTrackStation(track);
99,repobench-p_e,3614367.621999793,1.3924374226480722,1.3924374226480722,40.21724717330695,dMeta.interval = dMeta.interval.expandIntervalByDay(62);
100,repobench-p_e,3614369.014755015,2.2644770150072873,2.2644770150072873,20.75534425322871,networkInterface.sendCommand(startGameCommand);
101,repobench-p_e,3614371.27953393,1.5899990247562528,1.5899990247562528,32.07549137196377,locationID = -1 if locationID == -1 else locationID
102,repobench-p_e,3614372.869845734,1.485896305181086,1.485896305181086,20.189834173081078,File file = new File(context);
103,repobench-p_e,3614374.356060038,1.169168412219733,1.169168412219733,64.1481579694821,Constraint constraint = Constraint.of(method.getAnnotation(Require.class));
104,repobench-p_e,3614375.525637323,2.4018555441871285,2.4018555441871285,42.467166789799734,"private Consensus(XProtTestView mainFrame, TreeFacade treeFacade, Model[] models, Alignment alignment)"
105,repobench-p_e,3614377.927824988,2.9704559920355678,2.9704559920355678,23.902054159484702,"objects.set_tile(comp.Tile(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,"
106,repobench-p_e,3614380.898562318,1.498059662990272,1.498059662990272,16.688253891101763,self._primary_file = file
107,repobench-p_e,3614382.39691603,2.812727080192417,2.812727080192417,22.753718428885676,page.getAllChunkBlocks(SpatialOrdering.COLUMN_AWARE_MIXED_MODE);
108,repobench-p_e,3614385.209958719,2.2802792149595916,2.2802792149595916,16.664625871561693,void inject(AnalyticsTracker tracker);
109,repobench-p_e,3614387.490548032,1.83306535333395,1.83306535333395,26.185645761455458,FileInputStream fis = new FileInputStream(file);
110,repobench-p_e,3614389.323920563,1.4157478790730238,1.4157478790730238,29.66629907826523,private CategoryServices categoryServices;
111,repobench-p_e,3614390.739984502,1.8680569790303707,1.8680569790303707,66.91444715186482,"self._call_fmod(""FMOD_System_SetStreamBufferSize"", c_uint(self.stream_buffer_size.size), c_int(self.stream_buffer_size.unit))"
112,repobench-p_e,3614392.608394571,2.053840741980821,2.053840741980821,24.34463343627006,public void handleResponse(FiComResponse response)
113,repobench-p_e,3614394.662538152,2.395115743856877,2.395115743856877,12.525490710394948,elif type(object) is PartView:
114,repobench-p_e,3614397.057961255,1.3516025999560952,1.3516025999560952,26.635047906218446,self.compile_information_arguments()
115,repobench-p_e,3614398.409873664,1.8624583082273602,1.8624583082273602,27.920088074074666,"yield ServiceManager(bigip_proxy, partition, schema)"
116,repobench-p_e,3614400.272637591,1.406305203679949,1.406305203679949,59.73098853662278,private static final Logger LOGGER = CBLogger.getLogger(MatchPanel.class.getName());
117,repobench-p_e,3614401.679284514,1.8345594708807766,1.8345594708807766,17.98796960458121,self.jobs[job_ind].add_file(file)
118,repobench-p_e,3614403.514181555,1.5831890781410038,1.5831890781410038,20.844004330012766,"@POST(""sj/v2.5/plentries/shared"")"
119,repobench-p_e,3614405.097718243,2.6140428208746016,2.6140428208746016,42.08041242537733,"url(r'^releases/(?P<release_slug>[\w\-\+]+)/$', TranStatusReleaseView.as_view(), name=""trans-status-release""),"
120,repobench-p_e,3614407.712112505,1.6091877492144704,1.6091877492144704,59.657426578634265,"final CertificateToken signingCert = this.client.getSigningCertificate(apTransId, MSS_SIG_PROF);"
121,repobench-p_e,3614409.321657344,1.4279203261248767,1.4279203261248767,50.42298136857206,"validate_key_condition(model, index, key_lambda(column=hash_key_column))"
122,repobench-p_e,3614410.749890348,1.8819083622656763,1.8819083622656763,34.00803210361891,"doc = lxml.html.document_fromstring(""""""<html dir=""%s"" lang=""en"">"
123,repobench-p_e,3614412.63216677,1.4437698763795197,1.4437698763795197,40.86523826633078,resetStatus.setOnClickListener(new View.OnClickListener() {
124,repobench-p_e,3614414.076250814,2.117269372101873,2.117269372101873,49.119871741570726,"abort(404, message={'error': ""Application interface id {} doesn't exist."".format(str(appinterface_id))})"
125,repobench-p_e,3614416.193806594,2.4520444092340767,2.4520444092340767,35.48059719977723,"url(r'^edit/(?P<locale>[\w@-]+)$', UpdateLanguageView.as_view(), name=""language-edit""),"
126,repobench-p_e,3614418.646204273,1.84494559885934,1.84494559885934,21.68085607766998,"String[] components = data.split(""\\|"");"
127,repobench-p_e,3614420.491459251,1.2796233328990638,1.2796233328990638,33.603638582129406,private ScheduledFuture<?> scheduledFuture;
128,repobench-p_e,3614421.771388652,2.6517563052475452,2.6517563052475452,20.740970763852175,if (Build.VERSION.SDK_INT >= VERSION_CODES.HONEYCOMB) {
129,repobench-p_e,3614424.423464796,1.5234378860332072,1.5234378860332072,8.533331171020013,del packet[0]
130,repobench-p_e,3614425.947247352,1.4502585008740425,1.4502585008740425,51.71491837820565,"assertThat(""correct number of records returned"", iter.hasNext(), is(true));"
131,repobench-p_e,3614427.397816982,2.0745535916648805,2.0745535916648805,39.52657590021233,"Toast.makeText(this, R.string.unable_to_select_sd_card, Toast.LENGTH_LONG).show();"
132,repobench-p_e,3614429.472694264,1.84164915420115,1.84164915420115,23.891629901182686,banner.setIndicator(new NumIndicator(this));
133,repobench-p_e,3614431.314637646,1.8332360130734742,1.8332360130734742,63.276086206446806,"Connection connection = new Connection(new NoCredentials(), new URI(""http://localhost:"" + serverAddress.getPort()));"
134,repobench-p_e,3614433.14823582,1.9356509684585035,1.9356509684585035,34.61367833962177,private List<WatchItem> watchItemList = new ArrayList<WatchItem>();
135,repobench-p_e,3614435.084225318,2.349932987242937,2.349932987242937,40.42668472493716,"dmy_factor1 = dummy_code(np.array(pdCSV[factors[0]]), iscontinous = True, demean = demean_flag)"
136,repobench-p_e,3614437.434491444,1.7305626468732953,1.7305626468732953,33.51511146088346,"this.addComponent(channels, BorderLayout.Position.CENTER);"
137,repobench-p_e,3614439.165369971,1.2728034588508308,1.2728034588508308,19.641681381484943,new FetchCuePointState();
138,repobench-p_e,3614440.438485129,1.2178575983271003,1.2178575983271003,44.3401593701732,"self.data_store.replicate(message, REPLICATE_INTERVAL)"
139,repobench-p_e,3614441.656658387,1.7745669214054942,1.7745669214054942,58.60584841603484,List<MatchExplanation> leftExplanations = getRelationQueryNodeExplanations(relationQueryNode.getLeft());
140,repobench-p_e,3614443.431657801,1.0172006520442665,1.0172006520442665,29.492706222424307,protected final Engine engine;
141,repobench-p_e,3614444.449188772,1.4770606360398233,1.4770606360398233,21.66464884325659,self.signature = self.signature)
142,repobench-p_e,3614445.926566797,2.257921662181616,2.257921662181616,11.072129037393116,self.uaA.recvEvent(event)
143,repobench-p_e,3614448.184875211,1.05622239690274,1.05622239690274,14.201554562737835,.newInstance();
144,repobench-p_e,3614449.241415128,2.44187242211774,2.44187242211774,11.466610518381096,DlgGoals(self.wnd).run(True)
145,repobench-p_e,3614451.68361769,2.195843875873834,2.195843875873834,33.70002795419678,"with contextlib.closing(self._prepare_file(file, format, **kwargs)) as fp:"
146,repobench-p_e,3614453.879791316,1.8087765607051551,1.8087765607051551,24.32583490735114,gpsi_params['p_zi_given_xi'] = p_zi_given_xi
147,repobench-p_e,3614455.688941138,1.155569626018405,1.155569626018405,23.36510011346557,movieSelection.fetch(this);
148,repobench-p_e,3614456.844837984,2.315626380033791,2.315626380033791,18.56948960797921,void inject(MainSettingsFragment fragment);
149,repobench-p_e,3614459.160887666,1.660370159894228,1.660370159894228,9.636405415175169,fp.seek(fp_save)
150,repobench-p_e,3614460.821563434,1.3729390413500369,1.3729390413500369,27.677849384073077,return new SvnJavaRemoteInfoCommand();
151,repobench-p_e,3614462.194824044,2.078564133029431,2.078564133029431,23.09286455840155,"self.assertRaises(TypeError, UntypedAtomic, 123)"
152,repobench-p_e,3614464.273706247,2.1289123338647187,2.1289123338647187,41.335661689858924,"CreateAdjSet(opts.tfce, opts.setadjacencyobjs, opts.assigntfcesettings, adjacency_array)"
153,repobench-p_e,3614466.402981282,2.3768509589135647,2.3768509589135647,34.078703881805154,"result = format_digits(digits, fmt_token, digits_family, '#', grouping_separator)"
154,repobench-p_e,3614468.780185291,2.155907521955669,2.155907521955669,19.481355100937222,mPullToRefreshLayout.setRefreshing(false);
155,repobench-p_e,3614470.936400891,1.5708119813352823,1.5708119813352823,18.461789408652397,bind(GerritRestModule.class);
156,repobench-p_e,3614472.507519861,2.0246047009713948,2.0246047009713948,46.42881642767069,mDownloadDialogRecyclerView = (RecyclerView) findViewById(R.id.download_dialog_recycler_view);
157,repobench-p_e,3614474.532450882,1.8193211192265153,1.8193211192265153,26.383467708222508,rxdb(database(popup.getContext())).put(newList);
158,repobench-p_e,3614476.352097079,1.4333413429558277,1.4333413429558277,57.20898263556684,PlayerAdLogicController playerComponentController = new PlayerAdLogicController();
159,repobench-p_e,3614477.785759721,1.9766201539896429,1.9766201539896429,69.81614536382143,"@Override public ExpansionResult visit(AlvisIRNoExpansionQueryNode noExpansionQueryNode, Void param) {     return new ExpansionResult(); }"
160,repobench-p_e,3614479.762748295,1.1320915720425546,1.1320915720425546,10.599849249252186,dis.close();
161,repobench-p_e,3614480.895183538,2.0380018237046897,2.0380018237046897,36.31007545689161,"this.numericAccountId = CoreProperties.asString(""numericAccountId"", null);"
162,repobench-p_e,3614482.933502301,2.0979966409504414,2.0979966409504414,32.888517861850055,environment.jersey().register(new RemoveNotificationMutation(store));
163,repobench-p_e,3614485.031817962,1.5192395499907434,1.5192395499907434,19.746721312108278,bit_reader = get_bit_reader(s)
164,repobench-p_e,3614486.551363219,1.8225249340757728,1.8225249340757728,34.01873897074612,DATA_AAD[loopt][loopi][0] = new DoubleAad(DATA[loopt][loopi]);
165,repobench-p_e,3614488.374275695,2.210331569891423,2.210331569891423,25.787986190144306,"com_target_pos = left_foot.p + [0., 0., JVRC1.leg_length]"
166,repobench-p_e,3614490.584942115,1.8146148510277271,1.8146148510277271,61.721086398343736,"event_loop.call_later.assert_called_once_with(DEFAULT_CLEAN_INTERVAL, sweep, event_loop, DEFAULT_CLEAN_INTERVAL)"
167,repobench-p_e,3614492.399922456,1.1615596236661077,1.1615596236661077,23.244609617871152,public ErrorManager errMgr;
168,repobench-p_e,3614493.561787599,1.38907471857965,1.38907471857965,19.437399326947588,model = KwikModel(filename)
169,repobench-p_e,3614494.951217098,1.2897503017447889,1.2897503017447889,26.361691836012298,new ExportToText().export(export);
170,repobench-p_e,3614496.241289508,1.6105840560048819,1.6105840560048819,30.42374585623706,"showSnackBar(""Day details not implemented yet!"");"
171,repobench-p_e,3614497.852227525,1.2266118172556162,1.2266118172556162,26.903376875850743,this.saveFilePath = saveFilePath;
172,repobench-p_e,3614499.079192282,3.2697723750025034,3.2697723750025034,43.42809948655563,"self.acctA = RadiusAccounting(self.global_config, self.remote_ip, self.cId, self.cld, self.cGUID, self.caller_name, self.username, self.rDone)"
173,repobench-p_e,3614502.349270176,1.7695049210451543,1.7695049210451543,11.302596428037647,semaphore.release();
174,repobench-p_e,3614504.119091146,1.433702069800347,1.433702069800347,31.387274209813032,this.deleteHighlyOverlappedChunkBlocks(page);
175,repobench-p_e,3614505.553122085,2.0197627157904208,2.0197627157904208,20.794521886975016,"self.assertEqual(BooleanProxy(True), True)"
176,repobench-p_e,3614507.573217712,2.4449804280884564,2.4449804280884564,17.99605407655563,NetworkErrorDialogFragment.newInstance(msg);
177,repobench-p_e,3614510.018503009,1.7797487992793322,1.7797487992793322,33.15074578159046,return RespostaSAT.comunicar_certificado_icpbrasil(retorno)
178,repobench-p_e,3614511.798590548,1.8185944743454456,1.8185944743454456,41.7905151874797,"self.assertAlmostEqual(aircraft.sensors.gyroscope.p, gyroscope_data[""p""], 3)"
179,repobench-p_e,3614513.617562843,1.5017212638631463,1.5017212638631463,28.63380910608098,raise NoRaidForChannelError(ctx.channel.id)
180,repobench-p_e,3614515.119584775,1.2040118691511452,1.2040118691511452,25.74725448666522,private OrthographicCamera cam;
181,repobench-p_e,3614516.323886402,0.9778354461304843,0.9778354461304843,19.430672180260277,FileToState.class);
182,repobench-p_e,3614517.302042567,1.41219852399081,1.41219852399081,17.70289344967669,"n.f0.accept(this, query);"
183,repobench-p_e,3614518.714642212,1.467122221365571,1.467122221365571,13.63212942230836,embed_all_fonts(pdf)
184,repobench-p_e,3614520.182113472,2.591111556161195,2.591111556161195,21.61234620209312,mPeriodView = (TextView) findViewById(R.id.period_view);
185,repobench-p_e,3614522.773534216,1.6614353330805898,1.6614353330805898,16.85289787841645,@ViewById(R.id.project_name)
186,repobench-p_e,3614524.43528826,1.797695925924927,1.797695925924927,40.051267270328545,"self.widgets.gen_family_entry.connect(""changed"", self.on_family_changed)"
187,repobench-p_e,3614526.233307575,1.5370261780917645,1.5370261780917645,22.771245212916867,bit_reader.read_bits(section.nbits)
188,repobench-p_e,3614527.770626472,2.4582665441557765,2.4582665441557765,84.61246828359364,"Optional(peek(1).addChild(new SimpleNode(""("")), peek().addChild(new SimpleNode("")"")), peek(1).addChild(pop())), peek().addChild(new SimpleNode("" "")), peek(1).addChild(new MediaTypeNode()), peek().addChild(new"
189,repobench-p_e,3614530.229194584,1.4621798410080373,1.4621798410080373,11.62647680074708,self.storage = st
190,repobench-p_e,3614531.691662014,1.6577461119741201,1.6577461119741201,13.271030974581137,new SensorListCell());
191,repobench-p_e,3614533.349691444,1.5679904059506953,1.5679904059506953,28.061396187766956,"assertEquals(messages.size(), rcpts.size());"
192,repobench-p_e,3614534.917984629,2.7373747299425304,2.7373747299425304,8.036897454833259,self._specular = value
193,repobench-p_e,3614537.655661888,1.7305828351527452,1.7305828351527452,29.469840428354082,"to_map_and_back(DFO, DopplerPoly((1,), 1., 2., 1.))"
194,repobench-p_e,3614539.386567412,2.697085619904101,2.697085619904101,66.36793384644741,gmm-latgen-faster --acoustic-scale={acoustic_scale} --beam={beam} --lattice-beam={lattice_beam} --max-active={max_active} --model={model_path} --feature-transform={feature_string}
195,repobench-p_e,3614542.083924109,1.663692669942975,1.663692669942975,49.8890218725583,"private ScheduledFuture<?> scheduleTask(TaskCroner croner, TaskCronerConfig config)"
196,repobench-p_e,3614543.74796007,2.0741621586494148,2.0741621586494148,37.12342339238237,if (MyAndroidToolsAction.isShow && MyAndroidToolsAction.isShowInRecentTask) {
197,repobench-p_e,3614545.822459029,2.2785191871225834,2.2785191871225834,50.471376607202146,"filename = askopenfilename(filetypes=((""GEL files"", gel_exts), (""Image files"", img_exts)), title=""Select GEL file"")"
198,repobench-p_e,3614548.101370857,1.8715428127907217,1.8715428127907217,41.67684514985341,"train_cost = apply_dropout2(cost, [cost] + train_monitored_vars, c['dropout'])"
199,repobench-p_e,3614549.97326699,1.4193195002153516,1.4193195002153516,27.477956861779592,"bit_writer.write_uint(descriptor.id, 8)"
